CustomerKey,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand
11238,F,2,0,United Kingdom,United Kingdom,Europe,Bachelors,Management,56,2011-01-06,0-1 Miles,4,Above 120k
11239,F,2,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,51,2011-01-19,5-10 Miles,2,Above 120k
11240,F,2,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,56,2011-02-27,5-10 Miles,4,Above 120k
11241,F,2,1,France,France,Europe,Partial College,Professional,46,2012-09-10,5-10 Miles,4,80k to 120k
11242,M,2,1,France,France,Europe,Partial College,Professional,57,2012-09-19,5-10 Miles,3,80k to 120k
11243,F,2,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,57,2011-02-21,0-1 Miles,3,Above 120k
11244,F,2,0,United Kingdom,United Kingdom,Europe,Bachelors,Management,52,2011-02-12,0-1 Miles,3,Above 120k
11245,M,3,0,Germany,Germany,Europe,High School,Professional,58,2011-09-26,5-10 Miles,4,Above 120k
11246,F,3,0,Germany,Germany,Europe,High School,Professional,58,2011-10-03,5-10 Miles,4,Above 120k
11247,F,3,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,59,2011-02-18,0-1 Miles,3,Above 120k
11248,M,3,1,France,France,Europe,Partial College,Professional,54,2013-07-14,10+ Miles,4,80k to 120k
11249,F,3,1,Germany,Germany,Europe,Partial College,Professional,54,2011-10-09,0-1 Miles,3,Above 120k
11250,F,3,1,United Kingdom,United Kingdom,Europe,High School,Professional,54,2011-03-17,5-10 Miles,2,Above 120k
11251,M,4,0,Canada,Canada,North America,High School,Professional,82,2013-10-18,5-10 Miles,2,Below 40k
11252,M,3,1,Southwest,United States,North America,Graduate Degree,Management,83,2011-08-14,2-5 Miles,1,80k to 120k
11253,M,2,1,Canada,Canada,North America,Graduate Degree,Management,71,2013-03-01,1-2 Miles,2,40K TO 80K
11254,M,4,1,Northwest,United States,North America,Graduate Degree,Management,82,2013-11-23,5-10 Miles,2,40K TO 80K
11255,M,4,1,Northwest,United States,North America,Graduate Degree,Management,82,2013-02-23,5-10 Miles,2,40K TO 80K
11256,F,4,1,Northwest,United States,North America,Graduate Degree,Management,81,2013-04-15,5-10 Miles,2,40K TO 80K
11257,F,1,1,Southwest,United States,North America,Graduate Degree,Management,82,2011-08-24,2-5 Miles,4,Above 120k
11258,M,1,1,Southwest,United States,North America,Graduate Degree,Management,82,2013-05-21,2-5 Miles,4,Above 120k
11259,F,4,1,Northwest,United States,North America,Partial College,Professional,50,2011-09-04,2-5 Miles,4,80k to 120k
11260,F,2,1,Southwest,United States,North America,Bachelors,Management,44,2013-02-05,2-5 Miles,3,80k to 120k
11261,F,1,1,Southwest,United States,North America,Graduate Degree,Management,50,2011-09-27,0-1 Miles,1,Above 120k
11262,F,4,1,Canada,Canada,North America,Bachelors,Management,45,2013-02-27,0-1 Miles,0,80k to 120k
11263,F,5,1,Northwest,United States,North America,Partial College,Professional,50,2011-08-29,2-5 Miles,3,80k to 120k
11264,M,5,0,Northwest,United States,North America,Partial College,Professional,51,2013-01-02,0-1 Miles,3,80k to 120k
11265,F,5,1,Northwest,United States,North America,Partial College,Professional,50,2013-01-03,0-1 Miles,3,80k to 120k
11266,F,0,0,Northwest,United States,North America,Partial College,Professional,51,2011-09-10,5-10 Miles,1,80k to 120k
11267,M,4,1,Southwest,United States,North America,Partial College,Professional,45,2011-09-17,2-5 Miles,4,Above 120k
11268,F,2,1,Southwest,United States,North America,Graduate Degree,Management,51,2013-05-29,1-2 Miles,2,Above 120k
11269,M,2,1,Southwest,United States,North America,Graduate Degree,Management,45,2013-08-22,0-1 Miles,2,Above 120k
11270,M,2,1,Southwest,United States,North America,Graduate Degree,Management,45,2011-09-10,0-1 Miles,3,Above 120k
11271,F,2,0,Southwest,United States,North America,Bachelors,Management,51,2011-09-27,1-2 Miles,4,Above 120k
11272,F,4,1,Southwest,United States,North America,Partial College,Professional,58,2011-09-19,5-10 Miles,0,40K TO 80K
11273,M,2,1,Southwest,United States,North America,Partial College,Professional,58,2013-05-14,10+ Miles,0,80k to 120k
11274,M,2,1,Northwest,United States,North America,Graduate Degree,Management,81,2011-08-29,5-10 Miles,2,40K TO 80K
11275,F,4,1,Southwest,United States,North America,Graduate Degree,Management,81,2011-08-30,0-1 Miles,2,80k to 120k
11276,F,4,1,Canada,Canada,North America,Partial College,Professional,46,2013-01-29,2-5 Miles,2,80k to 120k
11277,M,4,1,Canada,Canada,North America,Partial College,Professional,52,2013-02-02,0-1 Miles,2,80k to 120k
11278,M,0,0,Northwest,United States,North America,Partial College,Professional,51,2011-09-16,10+ Miles,1,80k to 120k
11279,F,0,1,Northwest,United States,North America,Partial College,Professional,46,2013-03-03,10+ Miles,1,80k to 120k
11280,M,0,1,Northwest,United States,North America,Partial College,Professional,51,2013-07-01,10+ Miles,1,80k to 120k
11281,F,4,1,Southwest,United States,North America,Bachelors,Management,46,2011-09-13,5-10 Miles,4,80k to 120k
11282,M,5,1,Northwest,United States,North America,Partial College,Professional,53,2011-08-31,1-2 Miles,4,80k to 120k
11283,M,1,1,Southwest,United States,North America,Bachelors,Management,52,2013-05-29,1-2 Miles,2,80k to 120k
11284,F,1,1,Southwest,United States,North America,Bachelors,Management,53,2013-02-06,1-2 Miles,2,80k to 120k
11285,M,1,0,Southwest,United States,North America,Partial College,Professional,47,2013-07-27,2-5 Miles,4,Above 120k
11286,M,0,1,Southwest,United States,North America,Graduate Degree,Management,53,2011-09-21,2-5 Miles,4,Above 120k
11287,M,5,0,Canada,Canada,North America,Partial College,Professional,54,2013-01-29,5-10 Miles,3,40K TO 80K
11288,F,1,1,Southwest,United States,North America,Bachelors,Management,42,2013-03-05,2-5 Miles,3,80k to 120k
11289,F,1,1,Southwest,United States,North America,Bachelors,Management,48,2011-09-08,0-1 Miles,1,Above 120k
11290,F,1,1,Southwest,United States,North America,Bachelors,Management,48,2011-09-20,2-5 Miles,3,Above 120k
11291,F,1,1,Southwest,United States,North America,Bachelors,Management,48,2011-09-04,2-5 Miles,3,Above 120k
11292,M,1,0,Southwest,United States,North America,Partial College,Professional,53,2011-09-15,0-1 Miles,3,Above 120k
11293,M,2,0,Northwest,United States,North America,High School,Professional,60,2013-02-24,1-2 Miles,2,40K TO 80K
11294,M,2,0,Northwest,United States,North America,High School,Professional,59,2013-09-25,1-2 Miles,2,40K TO 80K
11295,F,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,61,2011-09-25,5-10 Miles,2,80k to 120k
11296,F,2,1,Northwest,United States,North America,Graduate Degree,Management,79,2011-09-01,5-10 Miles,2,40K TO 80K
11297,M,4,1,Southwest,United States,North America,Graduate Degree,Management,80,2011-09-26,5-10 Miles,2,40K TO 80K
11298,M,4,1,Southwest,United States,North America,Graduate Degree,Management,80,2011-09-12,1-2 Miles,2,40K TO 80K
11299,M,4,1,Southwest,United States,North America,Graduate Degree,Management,79,2011-09-26,1-2 Miles,2,40K TO 80K
11300,M,5,0,Canada,Canada,North America,Partial College,Professional,55,2013-01-31,1-2 Miles,3,80k to 120k
11301,M,5,1,Northwest,United States,North America,Partial College,Professional,55,2013-06-09,5-10 Miles,4,80k to 120k
11302,M,4,0,Northwest,United States,North America,High School,Professional,49,2011-09-06,1-2 Miles,3,80k to 120k
11303,F,4,0,Northwest,United States,North America,High School,Professional,54,2011-09-02,1-2 Miles,3,80k to 120k
11304,F,0,1,Northwest,United States,North America,Partial College,Professional,49,2013-03-20,5-10 Miles,0,80k to 120k
11305,M,3,0,Southwest,United States,North America,Partial College,Professional,55,2013-03-25,2-5 Miles,4,80k to 120k
11306,M,3,0,Southwest,United States,North America,Partial College,Professional,55,2013-06-30,2-5 Miles,4,80k to 120k
11307,M,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,55,2011-09-04,5-10 Miles,2,80k to 120k
11308,M,2,0,Northwest,United States,North America,High School,Professional,61,2013-09-07,1-2 Miles,2,40K TO 80K
11309,F,2,1,Northwest,United States,North America,High School,Professional,61,2013-07-09,5-10 Miles,2,40K TO 80K
11310,F,3,1,Southwest,United States,North America,Graduate Degree,Management,56,2013-08-12,5-10 Miles,2,40K TO 80K
11311,F,3,0,Northwest,United States,North America,Graduate Degree,Management,61,2013-04-18,1-2 Miles,2,40K TO 80K
11312,F,3,1,Northwest,United States,North America,Graduate Degree,Management,62,2013-05-17,5-10 Miles,2,40K TO 80K
11313,M,3,1,Northwest,United States,North America,Graduate Degree,Management,62,2013-05-07,5-10 Miles,2,40K TO 80K
11314,F,3,0,Northwest,United States,North America,Graduate Degree,Management,50,2013-02-25,1-2 Miles,2,40K TO 80K
11315,F,3,0,Northwest,United States,North America,Graduate Degree,Management,61,2013-05-20,1-2 Miles,2,40K TO 80K
11316,M,3,1,Canada,Canada,North America,Graduate Degree,Management,61,2013-01-12,5-10 Miles,2,40K TO 80K
11317,F,3,0,Northwest,United States,North America,Partial College,Professional,57,2011-09-01,5-10 Miles,2,40K TO 80K
11318,F,3,0,Northwest,United States,North America,Partial College,Professional,62,2013-10-17,1-2 Miles,2,40K TO 80K
11319,F,4,0,Southwest,United States,North America,Graduate Degree,Management,72,2011-09-09,1-2 Miles,2,40K TO 80K
11320,F,4,1,Southwest,United States,North America,Graduate Degree,Management,78,2013-06-15,5-10 Miles,2,80k to 120k
11321,M,5,1,Northwest,United States,North America,Bachelors,Management,76,2013-02-23,5-10 Miles,2,80k to 120k
11322,F,5,1,Northwest,United States,North America,Bachelors,Management,77,2013-03-24,5-10 Miles,2,80k to 120k
11323,M,2,1,Southwest,United States,North America,Graduate Degree,Management,77,2011-09-10,5-10 Miles,3,Above 120k
11324,M,5,1,Southwest,United States,North America,Bachelors,Management,76,2011-09-26,1-2 Miles,2,80k to 120k
11325,M,5,1,Northwest,United States,North America,Bachelors,Management,76,2011-09-19,5-10 Miles,2,80k to 120k
11326,M,2,1,Southwest,United States,North America,Bachelors,Management,76,2011-09-15,0-1 Miles,4,Above 120k
11327,M,5,1,Southwest,United States,North America,Bachelors,Management,75,2011-09-26,5-10 Miles,2,80k to 120k
11328,M,5,1,Canada,Canada,North America,Bachelors,Management,75,2013-01-05,5-10 Miles,2,80k to 120k
11329,M,5,1,Southwest,United States,North America,Bachelors,Management,74,2011-09-25,5-10 Miles,2,80k to 120k
11330,M,2,1,Canada,Canada,North America,Graduate Degree,Management,75,2013-02-12,2-5 Miles,1,80k to 120k
11331,F,4,1,Canada,Canada,North America,Partial College,Skilled Manual,46,2013-02-07,1-2 Miles,2,80k to 120k
11332,F,1,1,Germany,Germany,Europe,Graduate Degree,Manual,52,2011-10-15,0-1 Miles,0,Below 40k
11333,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,52,2011-03-21,0-1 Miles,0,Below 40k
11334,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Manual,54,2011-03-04,0-1 Miles,0,Below 40k
11335,F,1,1,Germany,Germany,Europe,Bachelors,Manual,43,2011-10-23,0-1 Miles,0,Below 40k
11336,M,1,1,France,France,Europe,Graduate Degree,Clerical,47,2012-09-27,0-1 Miles,0,Below 40k
11337,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Manual,53,2011-03-09,0-1 Miles,0,Below 40k
11338,M,1,1,Germany,Germany,Europe,Graduate Degree,Clerical,48,2011-10-11,0-1 Miles,0,Below 40k
11339,M,1,1,France,France,Europe,Graduate Degree,Clerical,53,2012-10-07,0-1 Miles,0,Below 40k
11340,F,1,1,France,France,Europe,Graduate Degree,Clerical,73,2012-10-27,0-1 Miles,0,Below 40k
11341,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,78,2011-04-11,0-1 Miles,0,Below 40k
11342,M,5,1,France,France,Europe,Graduate Degree,Clerical,47,2013-07-12,0-1 Miles,0,Below 40k
11343,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Manual,45,2011-04-04,0-1 Miles,0,Below 40k
11344,F,1,1,United Kingdom,United Kingdom,Europe,Partial College,Manual,57,2011-05-13,0-1 Miles,0,Below 40k
11345,F,1,1,France,France,Europe,Partial College,Manual,58,2012-10-22,0-1 Miles,0,Below 40k
11346,F,2,1,France,France,Europe,Partial College,Manual,54,2012-10-01,0-1 Miles,1,Below 40k
11347,M,2,1,Germany,Germany,Europe,Partial College,Manual,48,2013-03-16,0-1 Miles,1,Below 40k
11348,M,2,1,Germany,Germany,Europe,Partial College,Manual,59,2013-03-31,0-1 Miles,1,Below 40k
11349,F,2,1,Germany,Germany,Europe,Partial College,Manual,55,2014-01-13,2-5 Miles,1,Below 40k
11350,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,78,2013-02-05,0-1 Miles,0,Below 40k
11351,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,70,2011-06-12,0-1 Miles,0,Below 40k
11352,M,2,1,France,France,Europe,Partial College,Manual,75,2013-05-01,0-1 Miles,1,Below 40k
11353,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,74,2011-06-12,0-1 Miles,0,Below 40k
11354,F,1,1,Germany,Germany,Europe,Partial College,Manual,73,2013-12-03,0-1 Miles,0,Below 40k
11355,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,72,2013-09-26,0-1 Miles,0,40K TO 80K
11356,M,0,0,Australia,Australia,Pacific,Partial College,Manual,35,2011-05-10,2-5 Miles,1,Below 40k
11357,M,0,0,Australia,Australia,Pacific,Partial College,Manual,36,2011-06-18,2-5 Miles,1,Below 40k
11358,F,0,0,Australia,Australia,Pacific,Partial College,Manual,36,2011-06-28,0-1 Miles,1,Below 40k
11359,M,0,0,Australia,Australia,Pacific,Partial College,Manual,36,2011-06-13,0-1 Miles,1,Below 40k
11360,M,0,1,Australia,Australia,Pacific,Partial College,Manual,36,2011-06-27,2-5 Miles,1,Below 40k
11361,F,0,1,Australia,Australia,Pacific,High School,Manual,38,2013-10-01,0-1 Miles,2,Below 40k
11362,M,0,0,Australia,Australia,Pacific,High School,Manual,37,2013-03-29,0-1 Miles,2,Below 40k
11363,M,0,0,Australia,Australia,Pacific,High School,Manual,37,2011-06-08,0-1 Miles,2,Below 40k
11364,F,1,0,Australia,Australia,Pacific,High School,Manual,35,2011-06-07,2-5 Miles,0,Below 40k
11365,F,1,0,Australia,Australia,Pacific,High School,Manual,36,2011-05-31,1-2 Miles,0,Below 40k
11366,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,35,2013-06-24,0-1 Miles,0,Below 40k
11367,M,0,1,Australia,Australia,Pacific,Bachelors,Clerical,36,2013-07-07,0-1 Miles,0,Below 40k
11368,M,1,0,Australia,Australia,Pacific,High School,Manual,36,2011-06-24,1-2 Miles,0,Below 40k
11369,F,0,0,Australia,Australia,Pacific,Bachelors,Clerical,36,2013-07-05,0-1 Miles,0,Below 40k
11370,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,37,2013-07-13,0-1 Miles,0,Below 40k
11371,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,37,2013-11-07,0-1 Miles,0,Below 40k
11372,F,0,1,Australia,Australia,Pacific,Bachelors,Clerical,37,2011-06-07,0-1 Miles,0,Below 40k
11373,F,1,1,Germany,Germany,Europe,Bachelors,Clerical,66,2013-08-27,0-1 Miles,0,Below 40k
11374,M,1,1,Germany,Germany,Europe,Bachelors,Clerical,72,2013-04-15,0-1 Miles,0,Below 40k
11375,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,72,2013-10-17,0-1 Miles,0,Below 40k
11376,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,72,2013-10-15,0-1 Miles,0,40K TO 80K
11377,M,4,1,Germany,Germany,Europe,Graduate Degree,Clerical,54,2013-02-28,0-1 Miles,0,Below 40k
11378,F,1,0,France,France,Europe,High School,Manual,55,2012-10-17,2-5 Miles,1,Below 40k
11379,M,1,1,France,France,Europe,High School,Manual,44,2012-10-02,2-5 Miles,1,Below 40k
11380,M,2,1,Germany,Germany,Europe,Partial College,Manual,56,2011-10-11,1-2 Miles,1,Below 40k
11381,F,2,1,United Kingdom,United Kingdom,Europe,Partial College,Manual,50,2011-06-12,2-5 Miles,1,Below 40k
11382,M,2,1,France,France,Europe,Partial College,Manual,46,2012-11-03,2-5 Miles,1,Below 40k
11383,F,3,1,France,France,Europe,Graduate Degree,Clerical,54,2014-01-01,0-1 Miles,0,Below 40k
11384,F,3,1,France,France,Europe,Bachelors,Clerical,49,2013-08-02,0-1 Miles,0,Below 40k
11385,M,3,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,49,2013-07-06,0-1 Miles,0,Below 40k
11386,F,3,1,Germany,Germany,Europe,Bachelors,Clerical,49,2013-11-02,0-1 Miles,0,Below 40k
11387,F,3,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,56,2011-07-26,0-1 Miles,0,40K TO 80K
11388,M,3,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,55,2011-07-03,0-1 Miles,0,40K TO 80K
11389,M,1,0,Germany,Germany,Europe,High School,Manual,39,2013-11-17,2-5 Miles,1,Below 40k
11390,F,1,0,France,France,Europe,High School,Manual,44,2013-11-07,2-5 Miles,1,Below 40k
11391,F,2,1,Germany,Germany,Europe,High School,Manual,44,2013-10-26,0-1 Miles,0,Below 40k
11392,M,2,1,Germany,Germany,Europe,High School,Manual,39,2013-03-29,0-1 Miles,0,Below 40k
11393,M,2,1,France,France,Europe,High School,Manual,46,2013-07-16,0-1 Miles,0,Below 40k
11394,M,2,1,United Kingdom,United Kingdom,Europe,High School,Manual,45,2011-07-04,0-1 Miles,0,Below 40k
11395,F,0,1,Germany,Germany,Europe,Bachelors,Clerical,44,2011-11-14,0-1 Miles,0,Below 40k
11396,M,2,0,Germany,Germany,Europe,High School,Manual,45,2013-10-26,0-1 Miles,1,Below 40k
11397,F,0,0,France,France,Europe,Partial College,Manual,46,2013-07-07,0-1 Miles,1,Below 40k
11398,M,0,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,45,2011-07-03,0-1 Miles,0,Below 40k
11399,F,1,1,France,France,Europe,Bachelors,Clerical,45,2013-04-13,0-1 Miles,0,Below 40k
11400,M,0,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,40,2011-07-15,0-1 Miles,0,40K TO 80K
11401,F,0,1,France,France,Europe,Graduate Degree,Clerical,45,2012-10-28,0-1 Miles,0,40K TO 80K
11402,F,0,1,France,France,Europe,Graduate Degree,Clerical,45,2012-11-07,0-1 Miles,0,40K TO 80K
11403,F,0,1,France,France,Europe,Graduate Degree,Clerical,40,2012-10-28,0-1 Miles,0,40K TO 80K
11404,F,3,0,Germany,Germany,Europe,Partial College,Manual,63,2013-02-10,0-1 Miles,2,Below 40k
11405,F,3,0,Germany,Germany,Europe,Partial College,Manual,63,2013-03-31,0-1 Miles,2,Below 40k
11406,F,2,1,France,France,Europe,Partial College,Manual,63,2012-11-04,2-5 Miles,1,Below 40k
11407,M,2,1,Germany,Germany,Europe,Partial College,Manual,63,2013-06-23,0-1 Miles,1,Below 40k
11408,M,2,0,United Kingdom,United Kingdom,Europe,High School,Manual,56,2013-03-05,0-1 Miles,2,Below 40k
11409,F,2,1,France,France,Europe,High School,Manual,41,2012-11-17,0-1 Miles,1,Below 40k
11410,M,1,1,France,France,Europe,Partial College,Manual,46,2012-11-13,2-5 Miles,0,Below 40k
11411,M,3,0,Germany,Germany,Europe,Partial College,Professional,61,2013-08-04,2-5 Miles,1,80k to 120k
11412,F,4,1,Germany,Germany,Europe,Partial College,Professional,61,2011-11-05,10+ Miles,1,80k to 120k
11413,F,4,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,61,2011-08-10,2-5 Miles,1,80k to 120k
11414,M,4,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,61,2011-08-13,10+ Miles,1,80k to 120k
11415,M,5,0,Germany,Germany,Europe,Partial College,Professional,71,2013-08-16,10+ Miles,2,80k to 120k
11416,F,3,1,France,France,Europe,Partial High School,Skilled Manual,70,2012-11-07,2-5 Miles,4,40K TO 80K
11417,F,5,1,France,France,Europe,High School,Professional,70,2012-11-04,10+ Miles,2,40K TO 80K
