,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
539,17633,2,1366.3487,5,2,M,0,0,France,France,Europe,Partial High School,Manual,42,2012-05-15,1-2 Miles,2,Below 40k,5,2732.6975,1032.8432,2,2,1
544,18841,2,1145.48,2,1,F,3,0,Canada,Canada,North America,Partial College,Professional,78,2013-05-02,5-10 Miles,2,40K TO 80K,2,1145.48,423.0539,1,2,1
547,21068,4,81.45,4,1,M,4,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,50,2013-04-05,0-1 Miles,2,Below 40k,4,81.45,50.9876,1,4,1
550,25788,3,60.47,3,1,F,3,0,Germany,Germany,Europe,Partial College,Professional,55,2013-02-17,5-10 Miles,4,80k to 120k,3,60.47,37.8541,1,3,1
553,19860,3,132.97,3,1,F,2,1,Northwest,United States,North America,Partial College,Professional,67,2013-02-26,10+ Miles,1,40K TO 80K,3,132.97,58.2991,1,3,1
557,27262,1,2049.0982,1,1,F,1,1,Northwest,United States,North America,Bachelors,Skilled Manual,44,2012-11-22,0-1 Miles,1,40K TO 80K,1,2049.0982,943.2882,1,1,1
560,12678,2,113.81,8,3,F,4,1,Australia,Australia,Pacific,High School,Management,40,2013-03-25,0-1 Miles,4,Above 120k,8,341.43,192.3549,3,2,1
562,27826,2,23.78,2,1,M,4,0,Germany,Germany,Europe,Partial College,Clerical,36,2013-04-21,0-1 Miles,1,Below 40k,2,23.78,14.8862,1,2,1
568,28971,2,27.28,2,1,M,3,0,Northwest,United States,North America,Graduate Degree,Management,76,2013-02-06,1-2 Miles,2,40K TO 80K,2,27.28,17.0772,1,2,1
577,21789,2,14.98,2,1,F,2,1,Southwest,United States,North America,Bachelors,Management,67,2013-05-07,10+ Miles,0,40K TO 80K,2,14.98,9.3774,1,2,1
578,27059,4,118.96,4,1,M,0,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,37,2013-02-25,0-1 Miles,0,40K TO 80K,4,118.96,54.6728,1,4,1
579,18569,1,4.99,1,1,F,0,1,Northwest,United States,North America,Graduate Degree,Professional,49,2013-02-06,0-1 Miles,0,40K TO 80K,1,4.99,3.1237,1,1,1
585,21440,4,562.96,4,1,M,1,0,Southwest,United States,North America,Bachelors,Professional,53,2012-12-29,2-5 Miles,1,40K TO 80K,4,562.96,207.1595,1,4,1
586,11430,2,84.98,2,1,F,4,1,Germany,Germany,Europe,High School,Professional,63,2013-03-19,10+ Miles,2,80k to 120k,2,84.98,33.4014,1,2,1
593,14132,1,1902.0391,3,2,M,1,0,Australia,Australia,Pacific,High School,Manual,38,2012-08-16,1-2 Miles,0,Below 40k,3,3804.0782,1574.1859,2,1,1
599,12658,2,2287.8132,7,3,F,0,1,United Kingdom,United Kingdom,Europe,High School,Management,60,2012-09-10,0-1 Miles,4,Above 120k,7,6863.4396,2958.0091,3,2,1
603,21609,3,553.97,3,1,F,4,1,Southwest,United States,North America,Graduate Degree,Professional,44,2013-02-04,2-5 Miles,0,40K TO 80K,3,553.97,205.0918,1,3,1
613,19797,1,3010.81,2,2,M,0,1,Australia,Australia,Pacific,Graduate Degree,Management,56,2011-09-10,0-1 Miles,3,Above 120k,2,6021.62,2295.3779,2,1,1
615,11015,3,2500.97,3,1,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-01-18,5-10 Miles,1,Below 40k,3,2500.97,1167.664,1,3,1
617,28825,1,3578.27,1,1,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,42,2011-06-05,2-5 Miles,0,40K TO 80K,1,3578.27,1406.9758,1,1,1
633,23252,2,14.98,2,1,F,2,0,Southwest,United States,North America,High School,Manual,62,2013-02-17,0-1 Miles,2,Below 40k,2,14.98,9.3774,1,2,1
635,27949,3,553.97,3,1,M,0,0,United Kingdom,United Kingdom,Europe,Bachelors,Management,62,2013-01-04,0-1 Miles,3,Above 120k,3,553.97,205.0918,1,3,1
638,24895,1,4.99,1,1,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,40,2013-03-03,10+ Miles,4,40K TO 80K,1,4.99,3.1237,1,1,1
645,19336,1,978.735,3,2,M,3,1,France,France,Europe,High School,Manual,51,2012-08-27,0-1 Miles,0,Below 40k,3,1957.47,716.1113,2,1,1
646,28533,1,4.99,1,1,M,3,1,Australia,Australia,Pacific,Bachelors,Professional,44,2013-02-03,5-10 Miles,1,40K TO 80K,1,4.99,3.1237,1,1,1
648,12197,1,23.97,3,2,M,3,0,Southwest,United States,North America,Graduate Degree,Management,62,2013-02-01,1-2 Miles,2,40K TO 80K,3,47.94,30.0104,2,1,1
649,22316,4,617.47,4,1,F,0,0,France,France,Europe,Partial High School,Manual,44,2013-05-29,0-1 Miles,2,Below 40k,4,617.47,244.8428,1,4,1
653,25018,4,197.88,4,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-05-30,5-10 Miles,2,40K TO 80K,4,197.88,123.8728,1,4,1
657,26492,2,29.98,2,1,M,2,1,Southwest,United States,North America,Bachelors,Management,68,2013-04-23,10+ Miles,1,40K TO 80K,2,29.98,18.7674,1,2,1
662,20733,3,23.97,3,1,F,3,1,Northwest,United States,North America,Partial College,Clerical,40,2013-05-25,0-1 Miles,2,40K TO 80K,3,23.97,11.4451,1,3,1
664,16405,3,3262.83,3,1,F,0,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,48,2012-02-17,0-1 Miles,0,40K TO 80K,3,3262.83,1285.7729,2,1,1
675,27766,3,827.33,3,1,M,1,1,Germany,Germany,Europe,Partial College,Manual,37,2013-01-03,2-5 Miles,1,Below 40k,3,827.33,314.3066,1,3,1
680,18984,2,94.48,2,1,F,4,1,Northwest,United States,North America,Bachelors,Management,58,2013-03-23,10+ Miles,2,40K TO 80K,2,94.48,59.1444,1,2,1
685,26123,3,64.97,3,1,F,4,1,Southwest,United States,North America,Partial College,Professional,63,2013-02-10,5-10 Miles,2,40K TO 80K,3,64.97,40.6711,1,3,1
688,15068,5,80.94,5,1,F,0,0,Germany,Germany,Europe,Partial College,Manual,39,2013-05-05,2-5 Miles,1,Below 40k,5,80.94,47.1083,1,5,1
691,25954,2,27.28,2,1,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,39,2013-05-27,1-2 Miles,2,40K TO 80K,2,27.28,17.0772,1,2,1
693,25476,1,4.99,1,1,F,2,1,France,France,Europe,High School,Manual,51,2013-04-04,0-1 Miles,2,Below 40k,1,4.99,3.1237,1,1,1
697,21254,3,89.97,3,1,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,75,2013-02-11,5-10 Miles,2,Below 40k,3,89.97,36.5251,1,3,1
700,28287,3,103.48,3,1,F,3,1,Southwest,United States,North America,Partial College,Professional,49,2013-04-23,5-10 Miles,4,80k to 120k,3,103.48,64.7784,1,3,1
701,23959,2,38.98,2,1,F,0,0,Germany,Germany,Europe,Partial College,Clerical,40,2013-02-24,0-1 Miles,1,Below 40k,2,38.98,24.4014,1,2,1
702,22728,3,149.93,3,1,F,5,1,Canada,Canada,North America,Bachelors,Management,72,2013-02-24,10+ Miles,2,40K TO 80K,3,149.93,93.8562,1,3,1
707,24786,1,2443.35,1,1,F,1,1,Canada,Canada,North America,Bachelors,Skilled Manual,39,2012-01-16,2-5 Miles,0,40K TO 80K,1,2443.35,924.5636,1,1,1
711,20458,3,49.97,3,1,M,0,1,Southwest,United States,North America,Partial College,Professional,40,2013-04-29,5-10 Miles,2,40K TO 80K,3,49.97,31.2811,1,3,1
712,13425,2,2405.155,4,2,M,5,1,Northwest,United States,North America,Partial College,Professional,50,2012-02-23,2-5 Miles,3,80k to 120k,4,4810.31,1992.8295,2,2,1
720,19565,2,2654.12,4,2,F,2,1,Australia,Australia,Pacific,Bachelors,Professional,36,2011-08-03,0-1 Miles,1,40K TO 80K,4,5308.24,2043.5972,2,2,1
721,27368,3,132.97,3,1,F,0,0,Australia,Australia,Pacific,Partial High School,Professional,44,2013-03-06,10+ Miles,4,80k to 120k,3,132.97,58.2991,1,3,1
722,24497,3,71.58,3,1,F,0,0,Northwest,United States,North America,High School,Skilled Manual,37,2013-02-04,5-10 Miles,2,40K TO 80K,3,71.58,44.809,1,3,1
725,28765,1,3578.27,1,1,F,0,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,41,2011-05-11,1-2 Miles,0,40K TO 80K,1,3578.27,1406.9758,1,1,1
726,22436,4,607.96,4,1,M,0,1,Germany,Germany,Europe,Bachelors,Clerical,44,2013-01-15,0-1 Miles,0,Below 40k,4,607.96,217.5095,1,4,1
731,20962,2,6.28,2,1,F,1,1,France,France,Europe,Graduate Degree,Clerical,54,2013-04-12,0-1 Miles,0,Below 40k,2,6.28,3.9312,1,2,1
738,25061,1,2443.35,1,1,F,0,0,Canada,Canada,North America,High School,Professional,40,2012-01-22,1-2 Miles,2,40K TO 80K,1,2443.35,924.5636,1,1,1
745,28347,4,73.96,4,1,F,0,0,Northwest,United States,North America,High School,Skilled Manual,35,2013-05-12,5-10 Miles,2,40K TO 80K,4,73.96,46.2988,1,4,1
746,26873,2,1249.84,2,1,F,0,1,Germany,Germany,Europe,Partial College,Clerical,38,2013-02-16,2-5 Miles,1,Below 40k,2,1249.84,481.6029,1,2,1
754,24912,1,1060.4637,2,2,F,0,0,Australia,Australia,Pacific,High School,Management,42,2012-06-06,10+ Miles,3,80k to 120k,2,2120.9275,802.1985,2,1,1
757,27076,1,2071.4196,1,1,M,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,43,2012-08-18,1-2 Miles,0,40K TO 80K,1,2071.4196,953.5637,1,1,1
760,22897,4,561.92,4,1,F,1,1,Northwest,United States,North America,Bachelors,Professional,51,2013-05-08,2-5 Miles,1,40K TO 80K,4,561.92,210.0685,1,4,1
763,21331,2,1335.4448,4,2,M,2,1,Canada,Canada,North America,Partial High School,Skilled Manual,61,2012-08-03,5-10 Miles,2,40K TO 80K,4,2670.8896,1187.1385,2,2,1
766,20859,3,2508.97,3,1,M,0,0,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,40,2012-05-02,1-2 Miles,0,Below 40k,3,2508.97,930.4071,2,1,1
767,29037,1,69.99,1,1,M,0,0,Canada,Canada,North America,Graduate Degree,Professional,48,2013-05-07,0-1 Miles,0,40K TO 80K,1,69.99,43.8137,1,1,1
770,19983,1,1120.49,1,1,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,45,2013-04-22,2-5 Miles,1,40K TO 80K,1,1120.49,407.4102,1,1,1
771,22562,2,30.48,2,1,F,2,1,France,France,Europe,Partial College,Manual,59,2013-03-14,0-1 Miles,0,Below 40k,2,30.48,15.5204,1,2,1
776,29180,4,2452.04,4,1,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2013-04-28,0-1 Miles,0,80k to 120k,4,2452.04,923.3012,1,4,1
777,19857,1,69.99,1,1,F,4,1,Southwest,United States,North America,Bachelors,Management,68,2013-04-22,10+ Miles,2,40K TO 80K,1,69.99,43.8137,1,1,1
782,16760,3,67.97,3,1,F,4,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,50,2013-03-10,0-1 Miles,0,40K TO 80K,3,67.97,17.6091,1,3,1
786,22333,3,69.97,3,1,F,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,83,2013-03-04,1-2 Miles,1,40K TO 80K,3,69.97,43.8011,1,3,1
787,23023,2,32.28,2,1,F,5,1,Northwest,United States,North America,Partial College,Professional,47,2013-03-25,5-10 Miles,3,80k to 120k,2,32.28,20.2072,1,2,1
788,16525,1,2376.375,3,2,F,0,0,Australia,Australia,Pacific,Bachelors,Clerical,37,2011-01-14,0-1 Miles,0,Below 40k,3,4752.75,1826.8037,2,1,1
799,26183,1,2071.4196,1,1,M,0,0,Southwest,United States,North America,Partial High School,Clerical,38,2012-01-24,5-10 Miles,2,Below 40k,1,2071.4196,953.5637,1,1,1
810,17693,2,13.98,2,1,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,36,2013-03-30,1-2 Miles,0,40K TO 80K,2,13.98,5.1914,1,2,1
814,21088,2,30.48,2,1,M,2,1,France,France,Europe,Partial College,Clerical,44,2013-04-05,0-1 Miles,1,Below 40k,2,30.48,15.5204,1,2,1
818,25204,2,1249.84,2,1,F,4,0,Southwest,United States,North America,Partial College,Professional,64,2013-03-18,1-2 Miles,2,40K TO 80K,2,1249.84,481.6029,1,2,1
819,19167,1,1120.49,1,1,F,2,0,Southwest,United States,North America,Graduate Degree,Professional,41,2013-01-01,0-1 Miles,0,40K TO 80K,1,1120.49,407.4102,1,1,1
823,18217,1,3028.305,3,2,M,0,1,Australia,Australia,Pacific,High School,Management,45,2011-05-09,10+ Miles,4,80k to 120k,3,6056.61,2317.2816,2,1,1
827,21566,3,42.28,3,1,M,0,1,Australia,Australia,Pacific,High School,Management,43,2013-02-24,10+ Miles,3,80k to 120k,3,42.28,26.4672,1,3,1
828,11490,1,53.99,1,1,M,0,0,France,France,Europe,Partial High School,Manual,44,2013-04-04,0-1 Miles,2,Below 40k,1,53.99,12.4177,1,1,1
831,23040,3,565.47,3,1,M,2,0,Southwest,United States,North America,High School,Professional,60,2013-05-24,1-2 Miles,2,40K TO 80K,3,565.47,212.2908,1,3,1
833,25768,3,75.47,3,1,M,2,1,Germany,Germany,Europe,High School,Professional,53,2013-04-18,5-10 Miles,4,Above 120k,3,75.47,27.4481,1,3,1
839,27783,3,165.28,3,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,50,2013-04-02,0-1 Miles,2,Below 40k,3,165.28,103.4652,1,3,1
846,29163,1,3578.27,1,1,M,4,0,Northwest,United States,North America,Bachelors,Professional,56,2011-07-11,0-1 Miles,0,40K TO 80K,1,3578.27,1406.9758,1,1,1
847,11616,3,1751.2165,10,3,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,40,2012-02-03,1-2 Miles,0,40K TO 80K,10,5253.6496,2338.9503,3,3,1
857,27242,1,782.99,1,1,M,0,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,42,2012-06-24,1-2 Miles,0,40K TO 80K,1,782.99,296.2834,1,1,1
860,22914,2,59.98,2,1,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,48,2013-04-04,10+ Miles,3,40K TO 80K,2,59.98,37.5474,1,2,1
861,26309,1,1400.2191,3,2,M,2,0,Southwest,United States,North America,Bachelors,Skilled Manual,40,2012-03-09,0-1 Miles,0,40K TO 80K,3,2800.4382,1229.8211,2,1,1
867,12071,2,2986.62,5,2,M,4,1,Southwest,United States,North America,Bachelors,Management,71,2011-11-23,1-2 Miles,2,40K TO 80K,5,5973.24,2508.2837,2,2,1
870,16339,1,1584.7941,2,2,M,3,0,Australia,Australia,Pacific,Partial College,Clerical,65,2012-12-23,1-2 Miles,2,Below 40k,2,3169.5882,1350.6984,2,1,1
873,20776,3,22.93,3,1,F,2,1,Northwest,United States,North America,Partial College,Clerical,55,2013-05-18,0-1 Miles,1,40K TO 80K,3,22.93,14.3541,1,3,1
875,27554,1,2071.4196,1,1,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,49,2012-12-16,2-5 Miles,1,40K TO 80K,1,2071.4196,953.5637,1,1,1
880,26249,1,2071.4196,1,1,M,1,1,Northwest,United States,North America,High School,Clerical,60,2012-01-09,2-5 Miles,1,Below 40k,1,2071.4196,953.5637,1,1,1
881,24952,3,71.58,3,1,F,4,0,Northwest,United States,North America,Bachelors,Management,71,2013-02-13,1-2 Miles,2,40K TO 80K,3,71.58,44.809,1,3,1
882,14865,1,29.99,1,1,M,2,1,United Kingdom,United Kingdom,Europe,Partial College,Clerical,44,2013-03-26,1-2 Miles,2,40K TO 80K,1,29.99,18.7737,1,1,1
887,29389,1,1294.5441,2,2,M,0,1,France,France,Europe,Bachelors,Professional,49,2012-07-30,0-1 Miles,0,40K TO 80K,2,2589.0882,1139.6286,2,1,1
889,23378,2,2658.615,5,2,M,1,1,Canada,Canada,North America,Partial College,Skilled Manual,47,2011-09-17,2-5 Miles,1,40K TO 80K,5,5317.23,2049.2249,2,2,1
893,13299,3,2417.65,6,2,F,1,1,Southwest,United States,North America,Bachelors,Management,53,2012-02-25,2-5 Miles,3,Above 120k,6,4835.3,2023.981,2,3,1
897,11825,1,2950.275,3,2,F,5,1,Southwest,United States,North America,Graduate Degree,Professional,49,2011-10-16,2-5 Miles,0,40K TO 80K,3,5900.55,2462.7798,2,1,1
899,18174,2,7.28,2,1,F,4,1,France,France,Europe,High School,Management,60,2013-01-30,10+ Miles,3,80k to 120k,2,7.28,4.5572,1,2,1
906,28682,3,63.97,3,1,F,0,1,Southwest,United States,North America,Graduate Degree,Professional,37,2013-03-17,2-5 Miles,0,40K TO 80K,3,63.97,40.0451,1,3,1
910,11135,3,2334.97,3,1,M,0,0,Southwest,United States,North America,Partial High School,Clerical,35,2013-04-18,5-10 Miles,2,Below 40k,3,2334.97,1063.7479,1,3,1
911,13906,1,1510.5212,3,2,F,0,0,Northwest,United States,North America,Bachelors,Professional,44,2012-10-06,0-1 Miles,1,40K TO 80K,3,3021.0425,1254.404,2,1,1
913,24085,2,39.98,2,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,50,2013-03-09,0-1 Miles,2,Below 40k,2,39.98,25.0274,1,2,1
917,14696,3,42.28,3,1,M,0,0,Germany,Germany,Europe,Partial High School,Manual,43,2013-04-12,0-1 Miles,2,Below 40k,3,42.28,26.4672,1,3,1
928,18695,1,3014.785,3,2,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,45,2011-06-01,1-2 Miles,0,80k to 120k,3,6029.57,2300.3546,2,1,1
932,23209,1,2401.055,3,2,M,4,1,Canada,Canada,North America,Bachelors,Skilled Manual,45,2011-08-10,2-5 Miles,2,40K TO 80K,3,4802.11,1868.7427,2,1,1
933,19479,1,1721.8937,2,2,F,4,1,United Kingdom,United Kingdom,Europe,High School,Manual,46,2012-10-14,0-1 Miles,1,Below 40k,2,3443.7875,1283.1904,2,1,1
942,24354,3,2418.05,3,1,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,56,2013-04-30,2-5 Miles,1,40K TO 80K,3,2418.05,923.4035,1,3,1
943,21105,1,1266.985,3,2,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,46,2012-11-09,0-1 Miles,0,40K TO 80K,3,2533.97,926.2611,2,1,1
946,20086,2,64.275,5,2,M,3,0,Canada,Canada,North America,Partial High School,Manual,49,2013-03-18,1-2 Miles,2,Below 40k,5,128.55,80.4722,2,2,1
947,27033,2,29.48,2,1,M,3,0,Northwest,United States,North America,Partial High School,Clerical,47,2013-05-27,1-2 Miles,2,Below 40k,2,29.48,18.4544,1,2,1
955,27016,3,41.93,3,1,F,0,0,Northwest,United States,North America,Graduate Degree,Skilled Manual,49,2013-03-07,0-1 Miles,0,80k to 120k,3,41.93,26.2481,1,3,1
957,16860,1,4.99,1,1,F,1,1,Southwest,United States,North America,Bachelors,Management,53,2013-03-12,1-2 Miles,2,80k to 120k,1,4.99,3.1237,1,1,1
965,22940,2,2103.66,4,2,F,0,0,Australia,Australia,Pacific,Graduate Degree,Management,48,2012-05-30,1-2 Miles,1,80k to 120k,4,4207.32,1557.529,2,2,1
967,12323,3,3612.3,11,3,M,4,1,France,France,Europe,High School,Professional,58,2011-06-24,10+ Miles,2,80k to 120k,11,10836.9,4317.944,4,2,1
968,13989,2,46.47,2,1,F,0,1,Northwest,United States,North America,Partial College,Skilled Manual,37,2013-03-19,5-10 Miles,1,40K TO 80K,2,46.47,29.0902,1,2,1
971,11387,2,2319.6,6,3,F,3,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,56,2011-07-26,0-1 Miles,0,40K TO 80K,6,6958.8,3021.6204,3,2,1
974,28161,1,3578.27,1,1,F,1,0,Canada,Canada,North America,Bachelors,Professional,36,2011-08-11,0-1 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
975,25104,1,1509.165,3,2,F,2,0,Canada,Canada,North America,Graduate Degree,Professional,55,2012-02-28,0-1 Miles,1,40K TO 80K,3,3018.33,1142.8077,2,1,1
976,16777,2,124.99,2,1,M,4,1,Northwest,United States,North America,Bachelors,Management,70,2013-02-24,1-2 Miles,2,40K TO 80K,2,124.99,78.2437,1,2,1
978,28851,1,3578.27,1,1,M,2,0,Northwest,United States,North America,Graduate Degree,Professional,45,2011-06-18,0-1 Miles,0,40K TO 80K,1,3578.27,1406.9758,1,1,1
981,24414,3,2398.05,3,1,M,1,0,Southwest,United States,North America,Bachelors,Management,53,2013-01-20,2-5 Miles,4,Above 120k,3,2398.05,910.8835,1,3,1
983,25390,3,1274.33,3,1,F,2,1,Southwest,United States,North America,Bachelors,Skilled Manual,40,2013-05-05,2-5 Miles,0,40K TO 80K,3,1274.33,496.9336,1,3,1
984,11304,2,61.105,5,2,F,0,1,Northwest,United States,North America,Partial College,Professional,49,2013-03-20,5-10 Miles,0,80k to 120k,5,122.21,76.5034,2,2,1
985,19462,2,29.48,2,1,F,2,1,France,France,Europe,High School,Manual,44,2013-03-10,0-1 Miles,2,Below 40k,2,29.48,18.4544,1,2,1
991,29306,1,2384.07,1,1,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,46,2013-05-16,0-1 Miles,1,40K TO 80K,1,2384.07,902.1321,1,1,1
998,17753,3,1540.145,6,2,F,3,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,55,2012-07-06,0-1 Miles,0,Below 40k,6,3080.29,1226.3763,2,3,1
1000,22081,1,29.99,1,1,F,3,1,Northwest,United States,North America,Partial College,Professional,48,2013-04-05,1-2 Miles,4,80k to 120k,1,29.99,18.7737,1,1,1
1002,18251,2,3017.8,4,2,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,42,2011-05-29,10+ Miles,4,40K TO 80K,4,6035.6,2304.1293,2,2,1
1004,26409,2,67.49,2,1,F,4,0,United Kingdom,United Kingdom,Europe,High School,Professional,63,2013-03-14,10+ Miles,3,Above 120k,2,67.49,42.2487,1,2,1
1020,28101,2,78.98,2,1,M,0,0,Canada,Canada,North America,Bachelors,Professional,37,2013-02-10,1-2 Miles,2,40K TO 80K,2,78.98,45.8814,1,2,1
1021,21795,5,613.45,5,1,M,4,1,Southwest,United States,North America,Partial College,Professional,60,2013-03-12,10+ Miles,2,40K TO 80K,5,613.45,242.3262,1,5,1
1024,19396,4,1169.46,4,1,F,4,1,Northwest,United States,North America,High School,Skilled Manual,55,2013-02-27,2-5 Miles,4,40K TO 80K,4,1169.46,438.0653,1,4,1
1027,18755,3,86.96,3,1,M,0,1,Canada,Canada,North America,High School,Skilled Manual,38,2013-03-26,5-10 Miles,2,40K TO 80K,3,86.96,54.4369,2,1,1
1030,20152,1,2071.375,3,2,M,0,1,Australia,Australia,Pacific,Partial College,Manual,34,2011-10-13,2-5 Miles,1,Below 40k,3,4142.75,1618.6469,2,1,1
1034,25702,2,2419.06,2,1,F,1,1,Germany,Germany,Europe,Partial College,Manual,73,2013-03-29,0-1 Miles,0,Below 40k,2,2419.06,924.0358,1,2,1
1036,27268,1,2049.0982,1,1,F,2,1,Southwest,United States,North America,Bachelors,Skilled Manual,46,2012-11-04,2-5 Miles,0,40K TO 80K,1,2049.0982,943.2882,1,1,1
1037,11885,1,2950.275,3,2,M,2,1,Southwest,United States,North America,Graduate Degree,Professional,50,2011-10-28,0-1 Miles,0,80k to 120k,3,5900.55,2462.7798,2,1,1
1041,26973,2,38.98,2,1,M,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,42,2013-05-12,1-2 Miles,2,Below 40k,2,38.98,24.4014,1,2,1
1043,29137,2,2419.06,2,1,M,4,1,Canada,Canada,North America,Bachelors,Skilled Manual,46,2013-01-25,2-5 Miles,2,40K TO 80K,2,2419.06,924.0358,1,2,1
1044,22064,1,69.99,1,1,M,4,1,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-02-16,5-10 Miles,2,Below 40k,1,69.99,43.8137,1,1,1
1050,28304,3,91.97,3,1,F,4,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-03-07,10+ Miles,3,40K TO 80K,3,91.97,57.5732,1,3,1
1055,20667,3,1775.97,3,1,F,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,46,2013-04-11,2-5 Miles,1,40K TO 80K,3,1775.97,645.6214,1,3,1
1058,20026,4,1212.97,4,1,F,0,0,Northwest,United States,North America,Bachelors,Professional,50,2013-05-20,0-1 Miles,1,40K TO 80K,4,1212.97,465.3026,1,4,1
1061,19791,2,3029.105,4,2,M,2,1,Australia,Australia,Pacific,High School,Skilled Manual,59,2011-09-08,5-10 Miles,2,80k to 120k,4,6058.21,2318.2832,2,2,1
1062,22705,2,38.98,2,1,F,0,0,Germany,Germany,Europe,Partial High School,Manual,39,2013-02-11,2-5 Miles,1,Below 40k,2,38.98,24.4014,1,2,1
1063,12844,2,56.97,2,1,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,50,2013-03-25,0-1 Miles,0,40K TO 80K,2,56.97,35.6632,1,2,1
1064,21500,3,22.93,3,1,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,63,2013-02-18,10+ Miles,2,40K TO 80K,3,22.93,14.3541,1,3,1
1065,11321,1,18.645,2,2,M,5,1,Northwest,United States,North America,Bachelors,Management,76,2013-02-23,5-10 Miles,2,80k to 120k,2,37.29,23.3435,2,1,1
1069,28539,2,119.98,2,1,F,0,0,France,France,Europe,Partial High School,Manual,41,2013-04-12,1-2 Miles,2,Below 40k,2,119.98,55.3114,1,2,1
1073,11009,2,4045.665,5,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,51,2011-01-27,5-10 Miles,1,40K TO 80K,5,8091.33,3445.3736,3,1,1
1074,15884,2,39.98,2,1,M,4,0,Southwest,United States,North America,Bachelors,Management,69,2013-05-07,2-5 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,1
